Instructor,Course,Term,Enroll,Evals_Made,Rcmnd_Class,Rcmnd_Instr,Study_Hrs_wk,Avg_Grade_Expected,Avg_Grade_Received
"Alvarado, Christine J.",CSE 191 - Semnr/Computer Sci & Engineer (E),SP14,23,10,100.00%,100.00%,5.5,N/A,A- (3.81)
"Pasquale, Joseph",CSE 192 - Senior Seminar in CSE (A),WI15,23,16,100.00%,100.00%,0.5,N/A,N/A
"Dahlstrom, Dana B.",CSE 21 - Math/Algorithm&Systems Analys (A),SU08,23,19,73.70%,84.20%,8.5,B (3.21),N/A
"Marx, Susan S",CSE 5A - Introduction to Programming I (A),SU08,23,18,100.00%,94.40%,4.85,B+ (3.60),N/A
"Eldon, John",ECE 111 - Advanced Digital Design Proj (A),FA08,23,10,100.00%,100.00%,6.3,A- (3.80),B+ (3.46)
"Ng, Tse Nga",ECE 134 - Electrnc Materls Sci/Integ Cir (A),WI18,23,14,100.00%,100.00%,5.36,B (3.29),B (3.26)
"Phan, Alex Minh Giang",ECE 144 - LabVIEW Programming (A),WI19,23,18,94.40%,100.00%,14.61,B+ (3.44),B+ (3.63)
"Khoshabeh, Ramsin",ECE 16 - Rapid Hardware & Software Dsn (A),FA18,23,7,71.40%,85.70%,13.93,B (3.14),B+ (3.46)
"Sworder, David D.",ECE 171A - Linear Control System Theory (A),SP13,23,10,90.00%,90.00%,6.7,A- (3.78),B+ (3.50)
"Lo, Yu-Hwa",ECE 183 - Optical Electronics (A),WI11,23,10,70.00%,90.00%,5.5,B+ (3.30),B+ (3.41)
"Das, Pankaj K",ECE 191 - Engineering Group Design Proj (A),FA14,23,8,100.00%,50.00%,11.64,B+ (3.57),B+ (3.60)
"Alcantara, Eldridge Escubido",ECE 45 - Circuits and Systems (A),S316,23,22,100.00%,100.00%,7.59,B (3.18),C+ (2.32)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),S119,23,10,100.00%,77.80%,8.06,B+ (3.44),B (3.26)
"Becker, Janet Maria",MAE 105 - Intro To Mathematical Physics (B),FA17,23,3,66.70%,100.00%,7.17,A (4.00),B- (2.95)
"Kleissl, Jan",MAE 122 - Flow & Transport/Environment (A),FA07,23,18,83.30%,94.40%,4.94,B (3.29),B- (2.96)
"Kleissl, Jan",MAE 125A - Flow & Transport/Environment (A),FA07,23,18,83.30%,94.40%,4.94,B (3.29),B- (2.96)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (A),WI12,23,5,100.00%,80.00%,6.5,B (3.20),B (3.05)
"Hoger Conn, Anne",MAE 130A - Mechanics I: Statics (B),WI12,23,5,100.00%,80.00%,6.5,B (3.20),B (3.05)
"Abi Ghanem, Maroun",MAE 130C - Mechanics III: Vibrations (A),S219,23,22,90.90%,100.00%,5.95,B+ (3.36),B+ (3.61)
"Lanza Di Scalea, Francesco",MAE 131A - Solid Mechanics I (B),WI16,23,13,91.70%,83.30%,8.5,B+ (3.50),C+ (2.55)
"Jin, Sungho",MAE 166 - Nanomaterials (A),FA14,23,9,75.00%,87.50%,6,B+ (3.63),B+ (3.53)
"Lubarda, Marko",MAE 8 - MATLAB Program for Engr Analys (A),S119,23,10,100.00%,100.00%,6.5,A- (3.86),B+ (3.60)
"Dahlstrom, Dana B.",CSE 110 - Software Engineering (A),FA08,24,23,68.20%,95.50%,5.5,B+ (3.65),B (3.27)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SU09,24,13,92.30%,84.60%,14.81,B+ (3.50),N/A
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A),SU08,24,7,85.70%,85.70%,10.5,B+ (3.43),N/A
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (A),FA17,24,7,57.10%,42.90%,10.79,C (2.14),B (3.12)
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (A),S111,24,11,66.70%,44.40%,14.5,B (3.20),B- (2.87)
"Kastner, Ryan Charles",CSE 145 - Embedded System Design Project (A),SP15,24,19,100.00%,100.00%,13.87,B+ (3.68),A (4.00)
"Saul, Lawrence",CSE 150 - Int Artif Intell:Search&Reason (A),SP08,24,21,95.20%,100.00%,6.5,B+ (3.39),B- (2.97)
"Dahlstrom, Dana B.",CSE 15L - Software Tools&Techniques Lab (A),SU09,24,9,77.80%,87.50%,4.28,A- (3.78),N/A
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),S217,24,13,81.80%,90.90%,10.7,B+ (3.55),B+ (3.46)
"Rotenberg, Steven Paul",CSE 169 - Computer Animation (A),WI08,24,23,100.00%,100.00%,9.2,B+ (3.57),B+ (3.47)
"Riek, Laurel D",CSE 176A - Maker Topics: HHC Robotics (A),SP18,24,3,100.00%,100.00%,5.17,A (4.00),A- (3.77)
"Swanson, Steven James",CSE 190 - Topics/Computer Sci & Engineer (B),SP17,24,9,100.00%,100.00%,11,B+ (3.38),B (3.27)
"Dahlstrom, Dana B.",CSE 70 - Software Engineering (A),FA08,24,23,68.20%,95.50%,5.5,B+ (3.65),B (3.27)
"Simon, Elizabeth A",CSE 8AL - Intro/Computer Science:JavaLab (D),WI10,24,8,87.50%,100.00%,5.25,B+ (3.50),C+ (2.60)
"Guest, Clark C",ECE 118 - Computer Interfacing (A),SP10,24,9,100.00%,77.80%,7.17,B (3.22),B (3.17)
"Guest, Clark C",ECE 118 - Computer Interfacing (A),SP09,24,20,100.00%,100.00%,6.9,B (3.20),B (3.25)
"Kim, Young-Han",ECE 153 - Probability&Random Process/Eng (A),FA08,24,23,72.70%,72.70%,8.15,B- (2.91),B (3.05)
"Vasconcelos, Nuno",ECE 175A - Pattrn Recogn and Machine Lrng (A),WI13,24,22,100.00%,95.50%,11.5,B (3.10),B (3.11)
"Bartsch, Dirk-Uwe Guenther",ECE 187 - Intro/Biomed Imaging & Sensing (A),FA10,24,16,93.80%,100.00%,3.88,B+ (3.63),B+ (3.46)
"Phan, Alex Minh Giang",ECE 188 - Topics in ECE with Lab (A),FA17,24,6,100.00%,100.00%,11.7,A- (3.80),B+ (3.52)
"Das, Pankaj K",ECE 191 - Engineering Group Design Proj (A),SP10,24,10,77.80%,66.70%,8.72,B+ (3.67),A- (3.84)
"Tu, Charles",ECE 191 - Engineering Group Design Proj (A),SP10,24,9,77.80%,88.90%,8.94,B+ (3.67),A- (3.84)
"Lubarda, Vlado",MAE 130B - Mechanics II: Dynamics (A),S211,24,10,90.00%,90.00%,11.9,B- (2.90),B- (2.74)
"Cai, Shengqiang",MAE 131A - Solid Mechanics I (A),FA14,24,9,100.00%,100.00%,6.5,A- (3.71),A- (3.77)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (A),WI16,24,13,92.30%,92.30%,13.58,B+ (3.46),A- (3.70)
"Evdokimenko, Ekaterina",MAE 20 - Elements of Materials Science (A),S219,24,20,95.00%,95.00%,5.7,B+ (3.55),B+ (3.44)
"Olevsky, Eugene",MAE 20 - Elements of Materials Science (A),S117,24,6,83.30%,83.30%,6.5,B+ (3.50),B+ (3.50)
"Anderson, Mark Ronald",MAE 92A - Design Competitn/Fly Aircraft (A),SP16,24,6,100.00%,100.00%,2.9,N/A,N/A
"Glick, John Edward",CSE 100 - Advanced Data Structures (A),SU09,25,8,100.00%,87.50%,10,B (3.13),N/A
"Weibel, Nadir",CSE 118 - Ubiquitous Computing (A),FA12,25,9,87.50%,87.50%,7.25,A- (3.88),B+ (3.56)
"Vahdat, Mohammed Amin",CSE 124 - Networked Services (A),FA07,25,21,95.20%,95.20%,9.4,B+ (3.30),B+ (3.34)
"Vianu, Victor Dan",CSE 132A - Database System Principles (A),FA07,25,12,66.70%,66.70%,5.5,B+ (3.33),C+ (2.62)
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (A),WI19,25,5,20.00%,20.00%,7.7,B- (2.80),C+ (2.68)
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (B),SP16,25,11,70.00%,40.00%,7.7,C+ (2.38),C (2.29)
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (A),WI13,25,9,66.70%,66.70%,7.25,B (3.00),B- (2.76)
"Kriegman, David J",CSE 152 - Intro to Computer Vision (A),SP10,25,13,84.60%,83.30%,10.81,B+ (3.33),B (3.01)
"Riek, Laurel D",CSE 176A - Healthcare Robotics (A),SP19,25,6,100.00%,100.00%,4.1,B+ (3.50),B+ (3.70)
"Lovett, Shachar",CSE 190 - Topics/Computer Sci & Engineer (A),SP15,25,7,57.10%,57.10%,10.79,B+ (3.50),B+ (3.54)
"Engel, Wolfgang F.",CSE 190 - Topics/Computer Sci & Engineer (B),WI10,25,12,83.30%,75.00%,11.05,B+ (3.33),A- (3.84)
"Hoover, Gregory William",CSE 190 - Topics/Computer Sci & Engineer (E),SP16,25,22,72.70%,63.60%,9.86,B+ (3.41),A- (3.79)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),FA18,25,5,100.00%,100.00%,1.3,A (4.00),A (4.00)
"Dahlstrom, Dana B.",CSE 21 - Math/Algorithm&Systems Analys (A),SU09,25,10,70.00%,60.00%,8.9,B (3.00),N/A
"Swanson, Steven James",CSE 42 - Bldg & Programming Elct Device (B),FA17,25,14,100.00%,92.30%,1.07,A (4.00),N/A
"Kastner, Ryan Charles",CSE 8AL - Intro/Computer Science:JavaLab (D),FA08,25,38,97.40%,100.00%,6.08,B+ (3.32),C (2.21)
"Gillespie, Gary N",CSE 90 - Undergraduate Seminar (A),WI11,25,14,100.00%,100.00%,0.5,A (4.00),N/A
"Sievenpiper, Daniel F.",ECE 107 - Electromagnetism (C),SP10,25,13,84.60%,91.70%,7.27,B (3.08),C+ (2.44)
"Tu, Charles",ECE 135A - Semiconductor Physics (A),WI17,25,5,100.00%,80.00%,6,B (3.25),B- (2.70)
"Milstein, Laurence B.",ECE 154A - Communications Systems I (A),FA15,25,11,90.00%,100.00%,9.61,B+ (3.30),C+ (2.46)
"Cruz, Rene L",ECE 158A - Data Networks I (A),FA10,25,7,85.70%,85.70%,6.21,B+ (3.57),B (3.24)
"Franceschetti, Massimo",ECE 158A - Data Networks I (B),FA13,25,9,100.00%,100.00%,5.17,B+ (3.67),B- (2.74)
"Dane, Gokce",ECE 16 - Rapid Hardware & Software Dsn (A),SP17,25,21,100.00%,81.00%,5.36,B+ (3.55),A- (3.77)
"Sworder, David D.",ECE 171A - Linear Control System Theory (A),S112,25,10,70.00%,60.00%,9.7,B (3.22),B+ (3.49)
"Trivedi, Mohan M.",ECE 172A - Introductn/Intelligent Systems (A),FA10,25,12,91.70%,91.70%,7.17,A- (3.75),B+ (3.68)
"Gessner, Richard K.",ECE 188 - Topics in ECE with Lab (C),SP17,25,20,95.00%,95.00%,7.8,B+ (3.68),B+ (3.42)
"Khoshabeh, Ramsin",ECE 188 - Topics in ECE with Lab (C),SP17,25,20,95.00%,90.00%,7.8,B+ (3.68),B+ (3.42)
"LIU, ZHAOWEI",ECE 25 - Introduction to Digital Design (A),SP10,25,12,91.70%,58.30%,3.67,B+ (3.42),B+ (3.32)
"Mookherjea, Shayan",ECE 53 - Intro/Elctrnc Digital Circuits (A),WI10,25,15,53.30%,80.00%,6.23,B (3.08),B (3.27)
"Taur, Yuan",ECE 65 - Components & Circuits Lab (A),S118,25,5,100.00%,80.00%,6.5,A (4.00),B- (2.79)
"Taur, Yuan",ECE 65 - Components & Circuits Lab (A),S117,25,8,100.00%,100.00%,10,B (3.25),C+ (2.46)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),S112,25,9,100.00%,100.00%,6.72,B+ (3.56),B- (2.73)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),S111,25,12,90.90%,90.90%,7.67,B+ (3.50),C+ (2.66)
"Bahadori, Mohammad Yousef",MAE 130C - Mechanics III: Vibrations (A),S213,25,10,80.00%,60.00%,8.7,B+ (3.56),B (3.03)
"Bewley, Thomas R",MAE 143C - Digital Control Systems (A),WI08,25,9,100.00%,100.00%,8.72,B+ (3.67),B+ (3.56)
"Drake, Aaron Geoffrey",MAE 155B - Aerospace Engineering Desgn II (C),SP09,25,20,95.00%,100.00%,12.6,A- (3.74),B+ (3.68)
"Jayson, Eric",MAE 156A - Fund. Prin./Mechanical Desgn I (A),FA15,25,6,100.00%,100.00%,8.5,B+ (3.67),B+ (3.51)
"Lal, Ratnesh",MAE 171B - Mechancial Engineering Lab II (A),SP13,25,4,75.00%,75.00%,9,A (4.00),A (4.00)
"Paturi, Ramamohan",CSE 101 - Design & Analysis of Algorithm (A),S112,26,10,90.00%,90.00%,7.7,B (3.00),B (3.02)
"Kube, Paul Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),SP08,26,13,100.00%,92.30%,7.73,B (3.22),C+ (2.61)
"Weibel, Nadir",CSE 118 - Ubiquitous Computing (A),FA17,26,6,80.00%,100.00%,8.1,A (4.00),B+ (3.48)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),S215,26,6,100.00%,100.00%,15.7,B+ (3.33),B (3.27)
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (A),S111,26,14,61.50%,30.80%,13.36,B- (2.93),C+ (2.41)
"Rosing, Tajana Simunic",CSE 140 - Component&Desgn Tech/Digtl Sys (A),WI09,26,22,100.00%,95.50%,7.77,B+ (3.41),B (3.10)
"Orailoglu, Alex",CSE 140L - Digital Systems Laboratory (A),SU10,26,9,100.00%,87.50%,13.39,B+ (3.56),N/A
"Kastner, Ryan Charles",CSE 145 - Embedded System Design Project (A),SP10,26,22,90.90%,100.00%,12.14,A- (3.77),A- (3.94)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),S215,26,5,40.00%,100.00%,2.9,B+ (3.60),B (3.15)
"Belongie, Serge J.",CSE 166 - Image Processing (A),FA09,26,17,76.50%,94.10%,12.25,B (3.13),B+ (3.52)
"Schulze, Jurgen P.",CSE 167 - Computer Graphics (A),FA08,26,21,95.00%,95.00%,12.02,B+ (3.39),B (3.23)
"Rotenberg, Steven Paul",CSE 168 - Computer Graphics II:Rendering (A),SP14,26,12,100.00%,100.00%,10.83,B+ (3.50),B (3.05)
"Rotenberg, Steven Paul",CSE 169 - Computer Animation (A),WI14,26,13,100.00%,100.00%,8.96,B+ (3.42),B (3.21)
"Safonova, Iana",CSE 180 - Biology Meets Computing (A),WI19,26,12,58.30%,25.00%,8.17,B+ (3.63),B+ (3.31)
"Tiefenbruck, Janine LoBue",CSE 190 - Topics/Computer Sci & Engineer (E),WI18,26,17,94.10%,100.00%,6.74,B (3.29),B (3.12)
"Powell, Thomas Allan",CSE 190 - Topics/Computer Sci & Engineer (H),SP18,26,8,100.00%,100.00%,9.5,B- (2.86),B+ (3.53)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI16,26,11,90.00%,90.00%,1.5,A (4.00),B (3.00)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (D),SP14,26,8,100.00%,100.00%,0.5,A (4.00),B+ (3.56)
"Bach, Quang Tran",CSE 20 - Intro/Discrete Mathematics (A),S219,26,6,100.00%,80.00%,7.17,B+ (3.67),B+ (3.50)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (B),S216,26,19,100.00%,88.20%,8.63,B+ (3.35),B+ (3.52)
"Gupta, Anjum",CSE 7 - Intro Programming MATLAB (A),S218,26,11,81.80%,90.90%,6.14,B+ (3.45),B (3.22)
"Gupta, Anjum",CSE 7 - Intro Programming MATLAB (A),S115,26,10,100.00%,80.00%,6.3,B+ (3.67),B (3.16)
"Cottrell, Garrison W",CSE 87 - Freshman Seminar (A),FA18,26,15,85.70%,78.60%,0.63,A (4.00),N/A
"Dasgupta, Sanjoy",CSE 8AL - Intro/Computer Science:JavaLab (A),WI10,26,12,100.00%,90.90%,2,B+ (3.33),B (3.14)
"Dasgupta, Sanjoy",CSE 8AL - Intro/Computer Science:JavaLab (F),FA10,26,11,100.00%,100.00%,1.59,B (3.27),B (3.24)
"Gillespie, Gary N",CSE 90 - Undergraduate Seminar (A),FA10,26,17,94.10%,100.00%,0.62,N/A,N/A
"Sievenpiper, Daniel F.",ECE 123 - Antenna Systems Engineering (A),SP18,26,17,100.00%,100.00%,6.15,B (3.12),B- (2.90)
"Esmaili, Gholamreza",ECE 125B - Intro to Power Electronics II (A),SP19,26,10,100.00%,100.00%,9.83,B (3.22),B (3.22)
"Hildebrand, John A",ECE 145CL - Acoustics Laboratory (C),SP15,26,7,100.00%,100.00%,5.64,A- (3.86),B+ (3.56)
"Kim, Young-Han",ECE 153 - Probability&Random Process/Eng (A),SP10,26,10,100.00%,90.00%,8.7,B- (2.90),B- (2.82)
"Wolf, Jack K",ECE 154C - Communications SystemsIII (A),SP10,26,15,100.00%,100.00%,6.63,B+ (3.40),B+ (3.36)
"Trivedi, Mohan M.",ECE 172A - Introductn/Intelligent Systems (A),FA08,26,23,95.70%,82.60%,6.76,B+ (3.35),B (3.14)
"Nemat-Nasser, Syrus Csaba",ECE 173 - Neural Networks & Fuzzy Logic (A),WI09,26,23,87.00%,95.70%,16.33,B+ (3.52),B (3.24)
"Das, Pankaj K",ECE 191 - Engineering Group Design Proj (A),WI13,26,15,86.70%,80.00%,9.42,A- (3.87),A- (3.74)
"Guest, Clark C",ECE 191 - Engineering Group Design Proj (A),WI13,26,15,78.60%,64.30%,10.35,A- (3.85),A- (3.74)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),SU09,26,11,90.90%,100.00%,5.23,B+ (3.36),N/A
"Kleissl, Jan",MAE 126B - Environmental Enginring Lab II (A),SP12,26,13,100.00%,100.00%,8.5,A- (3.75),A- (3.82)
"Lubarda, Vlado",MAE 130A - Mechanics I: Statics (A),S112,26,9,100.00%,100.00%,9.83,B (3.25),B (3.03)
"Lanza Di Scalea, Francesco",MAE 131A - Solid Mechanics I (A),WI14,26,19,78.90%,68.40%,6.5,B (3.16),B- (2.96)
"Nemat-Nasser, Siavouche",MAE 131A - Solid Mechanics I (A),FA15,26,10,100.00%,100.00%,6.06,B+ (3.40),B- (2.90)
"Meyers, Marc",MAE 20 - Elements of Materials Science (A),WI14,26,16,100.00%,93.80%,4,B+ (3.63),A- (3.72)
"Lee, Cynthia Bailey",CSE 105 - Intro/Theory of Computation (A),S111,27,22,90.90%,100.00%,7.41,B (3.27),B- (2.74)
"Kube, Paul Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),WI08,27,14,84.60%,83.30%,7.79,B (3.15),B- (2.81)
"Marx, Susan S",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),SU10,27,11,90.90%,81.80%,10.14,B (3.00),N/A
"August, Robert Henry",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),S219,27,14,100.00%,100.00%,10,A- (3.75),B+ (3.40)
"August, Robert Henry",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),S119,27,6,66.70%,83.30%,7.17,B+ (3.50),B (3.03)
"Pister, Kaiser Stefan",CSE 130 - Progrmng Lang:Princpl&Paradigm (A),S119,27,5,100.00%,100.00%,10.1,B (3.20),B (3.22)
"Powell, Thomas Allan",CSE 135 - Server-side Web Applications (A),SU08,27,20,100.00%,100.00%,15.6,B+ (3.33),N/A
"Tseng, Hung-Wei",CSE 141 - Intro/Computer Architecture (A),S119,27,6,83.30%,83.30%,8.5,B+ (3.50),B+ (3.70)
"Lee, Cynthia Bailey",CSE 141L - Project/Computer Architecture (A),SU07,27,11,81.80%,100.00%,11.1,B+ (3.55),N/A
"Hoover, Gregory William",CSE 190 - Topics/Computer Sci & Engineer (E),SP14,27,13,100.00%,92.30%,10.81,B+ (3.62),B+ (3.56)
"Guthals, Sarah Marie",CSE 190 - Topics/Computer Sci & Engineer (J),FA17,27,9,100.00%,100.00%,3.61,A (4.00),A- (3.73)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI15,27,16,71.40%,78.60%,0.68,A (4.00),B+ (3.55)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (A),WI13,27,10,100.00%,100.00%,0.5,N/A,A- (3.86)
"Irturk, Ali Umut",CSE 30 - Computer Organiz&Systms Progrm (A),S211,27,8,87.50%,62.50%,14,B+ (3.43),B+ (3.55)
"Marx, Susan S",CSE 5A - Introduction to Programming I (A),SP09,27,22,86.40%,90.90%,4.77,B+ (3.55),B (3.19)
"Jhala, Ranjit",CSE 8AL - Intro/Computer Science:JavaLab (C),FA07,27,17,100.00%,100.00%,4.5,B (3.13),C+ (2.64)
"Marzullo, Keith",CSE 8AL - Intro/Computer Science:JavaLab (E),FA09,27,19,100.00%,100.00%,3.55,B+ (3.44),B- (2.92)
"Kuzum, Duygu",ECE 103 - Fundamntls/Devices & Materials (A),WI18,27,12,100.00%,100.00%,8.17,B+ (3.42),B (3.17)
"Quest, Kevin B",ECE 120 - Solar System Physics (A),SP11,27,9,100.00%,88.90%,2.94,B (3.25),B (3.26)
"Dayeh, Shadi Ahmad",ECE 135B - Electronic Devices (A),SP15,27,10,100.00%,100.00%,13.1,B+ (3.44),B (3.18)
"Guest, Clark C",ECE 15 - Engineering Computation (A),WI08,27,14,42.90%,35.70%,6.81,B (3.07),C+ (2.59)
"Javidi, Tara",ECE 153 - Probability&Random Process/Eng (A),SP18,27,7,85.70%,71.40%,9.36,B- (2.86),B+ (3.49)
"Hodgkiss, William S.",ECE 156 - Sensor Networks (A),SP08,27,12,83.30%,91.70%,5,B+ (3.58),C (2.16)
"Levy, Cooper Sinclair",ECE 163 - Electronic Circuits & Systems (A),SP18,27,23,78.30%,87.00%,10.59,B- (2.87),B- (2.98)
"Sworder, David D.",ECE 171A - Linear Control System Theory (A),SP12,27,16,86.70%,73.30%,6.25,B+ (3.40),B+ (3.59)
"Sworder, David D.",ECE 171A - Linear Control System Theory (A),SP11,27,9,55.60%,66.70%,8,B (3.25),B (3.08)
"McAulay, Alastair D",ECE 183 - Optical Electronics (A),WI16,27,12,91.70%,50.00%,5,B+ (3.64),B+ (3.50)
"Mookherjea, Shayan",ECE 183 - Optical Electronics (A),WI12,27,18,88.90%,94.40%,10.72,B (3.12),B (3.23)
"Bartsch, Dirk-Uwe Guenther",ECE 187 - Intro/Biomed Imaging & Sensing (A),FA07,27,22,95.20%,100.00%,3.32,B+ (3.45),B (3.14)
"Liu, Zhaowei",ECE 187 - Intro/Biomed Imaging & Sensing (A),FA18,27,5,100.00%,100.00%,6.9,A- (3.75),B+ (3.50)
"Cetin, Ahmet Enis",ECE 188 - Topics in ECE with Lab (B),SP16,27,11,100.00%,100.00%,5.1,A- (3.78),B+ (3.62)
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A),SU08,27,24,91.70%,87.50%,5.58,B+ (3.38),N/A
"Rajamanickam, Prabakaran",MAE 11 - Thermodynamics (A),S119,27,10,80.00%,55.60%,11.1,B (3.10),B (3.24)
"Seshadri, Kalyanasundaram",MAE 113 - Fundamentals of Propulsion (A),S212,27,3,66.70%,66.70%,12.5,C+ (2.33),B (3.11)
"Lubarda, Vlado",MAE 131B - Solid Mechanics II (A),S112,27,9,100.00%,100.00%,10.72,B+ (3.56),B (3.08)
"Lubarda, Vlado",MAE 131B - Solid Mechanics II (A),SU08,27,23,95.70%,100.00%,6.76,B+ (3.68),N/A
"Markenscoff, Xanthippi",MAE 131B - Solid Mechanics II (A),WI14,27,12,66.70%,50.00%,3.83,B+ (3.33),B (3.21)
"Hodgkiss, William S.",MAE 149 - Sensor Networks (A),SP08,27,12,83.30%,91.70%,5,N/A,C+ (2.34)
"Harrington, Steven Merrill",MAE 155B - Aerospace Engineering Desgn II (A),SP09,27,17,100.00%,82.40%,10.85,A- (3.71),A (4.00)
"Gravish, Nicholas G",MAE 156A - Fund. Prin./Mechanical Desgn I (A),FA17,27,9,77.80%,100.00%,7.75,B+ (3.38),B (3.05)
"Tustaniwskyj, Jerry I",MAE 156B - Fund. Prin/Mechanical Desgn II (A),WI18,27,5,100.00%,100.00%,16,B+ (3.50),B+ (3.66)
"Olevsky, Eugene",MAE 160 - Mechanical Behavior/Materials (A),S212,27,3,66.70%,100.00%,3.17,B+ (3.67),B+ (3.60)
"Xu, Sheng",MAE 166 - Nanomaterials (A),FA17,27,22,90.90%,95.50%,4.02,B+ (3.50),B+ (3.52)
"Gibson, Carl H.",MAE 5 - Quantitative Computer Skills (A),SP13,27,8,75.00%,75.00%,4,B (3.29),B+ (3.38)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SU08,28,26,96.20%,100.00%,15.96,B- (2.87),N/A
"Balakrishnannairsa, Manoj",CSE 124 - Networked Services (A),FA10,28,13,84.60%,46.20%,5.88,B (3.15),B+ (3.53)
"Powell, Thomas Allan",CSE 134B - Web Client Languages (A),FA07,28,15,100.00%,100.00%,6.5,B+ (3.43),B (3.11)
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (A),WI13,28,8,75.00%,75.00%,9.25,B (3.00),B- (2.72)
"Orailoglu, Alex",CSE 140 - Component&Desgn Tech/Digtl Sys (A),SU10,28,9,100.00%,77.80%,11.61,B (3.13),N/A
"Lee, Cynthia Bailey",CSE 141 - Intro/Computer Architecture (A),SU07,28,24,100.00%,100.00%,7.54,B (3.21),N/A
"Tseng, Hung-Wei",CSE 141 - Intro/Computer Architecture (A),S219,28,16,86.70%,100.00%,8.63,B (3.27),B+ (3.59)
"Tseng, Hung-Wei",CSE 141L - Project/Computer Architecture (A),S119,28,5,80.00%,60.00%,11.3,B+ (3.60),B+ (3.43)
"Kastner, Ryan Charles",CSE 145 - Embedded System Design Project (A),SP16,28,18,88.20%,94.10%,10,A- (3.82),A (4.00)
"Dahlstrom, Dana B.",CSE 15L - Software Tools&Techniques Lab (C),SP10,28,13,38.50%,38.50%,3.42,B (3.00),B- (2.83)
"Baden, Scott B.",CSE 160 - Intro to Parallel Computing (A),WI10,28,20,90.00%,73.70%,8.9,B+ (3.40),B- (2.90)
"Jensen, Henrik",CSE 168 - Computer Graphics II:Rendering (A),WI11,28,16,100.00%,87.50%,15.88,B+ (3.43),B+ (3.38)
"Rotenberg, Steven Paul",CSE 169 - Computer Animation (A),WI19,28,8,100.00%,100.00%,8.5,A- (3.88),B+ (3.52)
"Cottrell, Garrison W",CSE 190 - Topics/Computer Sci & Engineer (A),WI15,28,11,100.00%,90.00%,6.06,A- (3.89),B+ (3.40)
"Halicioglu, Daniel T",CSE 191 - Semnr/Computer Sci & Engineer (B),WI14,28,13,100.00%,100.00%,0.67,A (4.00),A (4.00)
"Frankie, Tasha Christine",CSE 3 - Fluency/Information Technology (A),S113,28,13,100.00%,100.00%,6.67,B+ (3.55),B (3.18)
"Cottrell, Garrison W",CSE 8AL - Intro/Computer Science:JavaLab (B),FA10,28,17,88.20%,88.20%,2.97,B+ (3.44),B+ (3.40)
"Marzullo, Keith",CSE 8AL - Intro/Computer Science:JavaLab (C),WI10,28,20,85.00%,95.00%,3.5,B+ (3.40),B (3.05)
"Esmaili, Gholamreza",ECE 125A - Intro to Power Electronics I (A),WI19,28,9,100.00%,100.00%,9.17,B+ (3.44),B (3.16)
"Ng, Tse Nga",ECE 134 - Electrnc Materls Sci/Integ Cir (A),SP17,28,10,100.00%,100.00%,6.25,B+ (3.57),B (3.21)
"Lugannani, Robert",ECE 153 - Probability&Random Process/Eng (A),FA07,28,21,85.70%,85.70%,7.83,B+ (3.63),B (3.15)
"Milstein, Laurence B.",ECE 154A - Communications Systems I (A),FA10,28,12,66.70%,75.00%,7,B- (2.91),C+ (2.55)
